title,page,chunk_string
pmc_survey_guidance_2006.pdf,82,"In a cognitive interview, respondents are required to report aloud everything they are thinking as they attempt to answer a survey question. A complex sample design is one that involves multiple stages, stratification, unequal probabilities of selection or clustering. Confidentiality involves the protection of individually identifiable data from unauthorized disclosures. A convenience sample is a nonprobability sample that is drawn from units of the population of interest that are close at hand or willing to participate. Coverage refers to the extent to which all elements on a frame list are members of the population, and to which every element in a population appears on the frame list once and only once. Coverage error refers to the discrepancy between statistics calculated on the frame population and the same statistics calculated on the target population. Undercoverage errors occur when target population units are missed during frame construction, and overcoverage errors occur when units are duplicated or enumerated in error. 78 Glossary A cut-off sample is a nonprobability sample that consists of the units in the population that have the largest values of a key variable (frequently the variable of interest from a previous time period). For example, a 90 percent cut-off sample consists of the largest units accounting for at least 90 percent of the population total of the key variable. Sample selection is usually done by sorting the population in decreasing order by size, and including units in the sample until the percent coverage exceeds the established cut-off."
pmc_survey_guidance_2006.pdf,83,"For example, a 90 percent cut-off sample consists of the largest units accounting for at least 90 percent of the population total of the key variable. Sample selection is usually done by sorting the population in decreasing order by size, and including units in the sample until the percent coverage exceeds the established cut-off. -D- Data protection involves techniques that are used to insure that confidential individually identifiable data are not disclosed. The design effect (DEFF) is the ratio of the true variance of a statistic (taking the complex sample design into account) to the variance of the statistic for a simple random sample with the same number of cases. Design effects differ for different subgroups and different statistics; no single design effect is universally applicable to any given survey or analysis. Disclosure means the public release of individually identifiable data that were obtained under a pledge of confidentiality. -E- Editing is a procedure that uses available information and some assumptions to derive substitute values for inconsistent values in a data file. An eligible sample unit is a unit selected for a sample that is confirmed to be a member of the target population. An establishment survey is a survey of a business establishment."
pmc_survey_guidance_2006.pdf,83,"An eligible sample unit is a unit selected for a sample that is confirmed to be a member of the target population. An establishment survey is a survey of a business establishment. Estimates result from the process of providing a numerical value for a population parameter on the basis of information collected from a survey and/or other sources. Estimation is the process of using data from a survey and/or other sources to provide a value for an unknown population parameter (such as a mean, proportion, correlation, or effect size), or to provide a range of values in the form of a confidence interval. Estimation error is the difference between a survey estimate and the true value of the target population. An experimental design is a type of research design in which the researcher controls and manipulates conditions in order to assess the effect on some outcome of interest. Experiments are conducted when researchers want to be able to infer causality. An expert choice sample is a nonprobability sample in which an “expert” specifically chooses sample elements with certain characteristics to mimic ‘typical’ or ‘representative’ members of the population. -F- In a field test, all or some of the survey procedures are tested on a small scale that mirrors the planned full-scale implementation."
pmc_survey_guidance_2006.pdf,83,"-F- In a field test, all or some of the survey procedures are tested on a small scale that mirrors the planned full-scale implementation. A focus group involves a semi-structured group discussion of a topic. Forecasting involves the specific projection that an investigator believes is most likely to provide an accurate prediction of a future value of some process. 79 Glossary A frame is a mapping of the universe elements (i.e., sampling units) onto a finite list (e.g., the population of schools on the day of the survey). The frame population is the set of elements that can be enumerated prior to the selection of a survey sample. -G­ A gatekeeper is a person who is between the interviewer and the respondent and may prevent the interviewer from gaining access to the respondent. In an establishment survey, secretaries or administrative assistants may control what mail and telephone calls reach a respondent and, thus, act as gatekeepers. -H-"
pmc_survey_guidance_2006.pdf,84,"In an establishment survey, secretaries or administrative assistants may control what mail and telephone calls reach a respondent and, thus, act as gatekeepers. -H- Honoraria are payments given to professional individuals or institutions for services for which fees are not legally or traditionally required in order to secure their participation. Thus, this term is more appropriately used for payments to physicians, CPAs, schools, administrators, teachers, and so forth. An honorarium is usually paid on the condition of a respondent’s participation as a token of appreciation. Hypothesis testing draws a conclusion about the tenability of a stated value for a parameter. For example, sample data may be used to test whether an estimated value of a parameter (such as the difference between two population means) is sufficiently different from zero that the null hypothesis, designated H0 (no difference in the population means), can be rejected in favor of the alternative hypothesis, H1 (a difference between the two population means). -I- Imputation is a procedure that uses available information and some assumptions to derive substitute values for missing values in a data file. An incentive is a positive motivational influence; something that induces action or motivates effort. Incentives are sometimes used in surveys to increase cooperation."
pmc_survey_guidance_2006.pdf,84,"An incentive is a positive motivational influence; something that induces action or motivates effort. Incentives are sometimes used in surveys to increase cooperation. Individually identifiable data refers specifically to data from any list, record, response form, completed survey, or aggregation about an individual or individuals from which information about particular individuals or their schools/education institutions may be revealed by either direct or indirect means. Instrument refers to an evaluative device that includes tests, scales, and inventories to measure a domain using standardized procedures. It is commonly used in surveys to refer to the device used to collect data, such as a questionnaire or data entry software. Interactive voice response refers to a method for data collection in which a computer “reads” the question to respondents over the phone, and respondents reply by using the keypad or saying their answers aloud. Internal validity refers to the soundness of an experimental design so that the results reflect only the differences the researcher intended by manipulating the conditions, and the absence of alternative explanations for the results from the experiment. An Internet panel consists of a large sample of respondents who have volunteered or been recruited to participate in many surveys on the Internet over some period of time. 80 Glossary Interviewer bias refers to effects that interviewers may have that bias the survey results. One bias that may occur is that respondents will report fewer socially undesirable attitudes or behaviors to an interviewer."
pmc_survey_guidance_2006.pdf,85,"Glossary Interviewer bias refers to effects that interviewers may have that bias the survey results. One bias that may occur is that respondents will report fewer socially undesirable attitudes or behaviors to an interviewer. Interviewer debriefing is a method used in pretesting in which interviewers are asked to report any problems that they perceived that respondents had with the questions in the survey instrument. Item nonresponse occurs when a respondent fails to respond to one or more relevant item(s) on a survey. -K- Key variables include survey-specific items for which aggregate estimates are commonly published from a study. They include, but are not restricted to, variables most commonly used in table row stubs. Key variables also include important analytic composites and other policy- relevant variables that are essential elements of the data collection. They are first defined in the initial planning stage of a survey, but may be added to as the survey and resulting analyses develop. For example, a study of student achievement might use gender, race-ethnicity, urbanicity, region, and school type (public/private) as key reporting variables. -L­ A longitudinal sample survey follows the experiences and outcomes over time of a representative sample of respondents (i.e., a cohort) who are defined based on a shared experience (e.g., shared birth year or grade in school)."
pmc_survey_guidance_2006.pdf,85,"For example, a study of student achievement might use gender, race-ethnicity, urbanicity, region, and school type (public/private) as key reporting variables. -L­ A longitudinal sample survey follows the experiences and outcomes over time of a representative sample of respondents (i.e., a cohort) who are defined based on a shared experience (e.g., shared birth year or grade in school). -M- Response to a mandatory survey is required by law. Measurement error is the difference between observed values of a variable recorded under similar conditions and some fixed true value (e.g., errors in reporting, reading, calculating, or recording a numerical value). Response bias is the deviation of the survey estimate from the true population value that is due to measurement error from the data collection. Potential sources of response bias include the respondent, the instrument, and the interviewer. A microdata file includes the detailed responses for individual respondents. A mixed mode survey is one that uses more than one mode for data collection, for example, a mail survey is initially sent to respondents, but nonrespondents are called on the telephone to complete the survey. Mode of data collection refers to whether the information is gathered from respondents in a face-to-face interview, over the telephone, from a mail survey, or via a web survey."
pmc_survey_guidance_2006.pdf,85,"A mixed mode survey is one that uses more than one mode for data collection, for example, a mail survey is initially sent to respondents, but nonrespondents are called on the telephone to complete the survey. Mode of data collection refers to whether the information is gathered from respondents in a face-to-face interview, over the telephone, from a mail survey, or via a web survey. A model is a formalized set of mathematical expressions quantifying the process assumed to have generated a set of observations. Model-based samples are selected to achieve efficient and robust estimates of the true values of the target populations under a chosen working model. A multi-stage design for a sample is a complex design in which the sample is selected in stages because a comprehensive listing of sample elements is not available. One example of a multi­ stage sample design for an area sample is first states may be selected, then counties, then a 81 Glossary census tract or block group within the county. The sample elements are then listed and finally selected for inclusion into the sample. -N- Nonprobabilistic methods are methods for selecting a sample that do not select sample elements such that each one has some known nonzero probability of being selected into the sample. A nonprobability sample is a sample in which sample elements are not chosen so that each one has some known nonzero probability of being selected into the sample."
pmc_survey_guidance_2006.pdf,86,"-N- Nonprobabilistic methods are methods for selecting a sample that do not select sample elements such that each one has some known nonzero probability of being selected into the sample. A nonprobability sample is a sample in which sample elements are not chosen so that each one has some known nonzero probability of being selected into the sample. Common examples of nonprobability samples are convenience sample, quota samples, and expert choice samples. Nonresponse bias occurs when the observed value deviates from the population parameter due to differences between respondents and nonrespondents. Nonresponse bias is likely to occur as a result of not obtaining 100 percent response from the selected cases. Nonresponse error is the overall error observed in estimates caused by differences between respondents and nonrespondents. It consists of a variance component and nonresponse bias. Nonsampling error includes measurement errors due to interviewers, respondents, instruments, and mode; nonresponse error; coverage error; and processing error. -O- Overall unit nonresponse reflects a combination of unit nonresponse across two or more levels of data collection, where participation at the second stage of data collection is conditional upon participation in the first stage of data collection."
pmc_survey_guidance_2006.pdf,86,"-O- Overall unit nonresponse reflects a combination of unit nonresponse across two or more levels of data collection, where participation at the second stage of data collection is conditional upon participation in the first stage of data collection. An oversample refers to selecting some sample elements with probabilities greater than their proportion in the population usually in order to have a large enough sample to make separate estimates for a subgroup with greater precision than would be possible if the group was selected in proportion to its representation in the population. -P­ A panel survey is a survey that is repeated with the same respondents over some period of time. The p value is the probability of the observed data, or data showing a more extreme departure from the null hypothesis, occurring when the null hypothesis is true. In a pilot test, a laboratory or a very small-scale test of a questionnaire or procedure is conducted. Population—see “target population.” The power (1 – b) of a test is defined as the probability of rejecting the null hypothesis when a specific alternative hypothesis is assumed. For example, with b = 0.20 for a particular alternative hypothesis, the power is 0.80, which means that 80 percent of the time the test statistic will fall in the rejection region if the parameter has the value specified by the alternative hypothesis."
pmc_survey_guidance_2006.pdf,86,"The power (1 – b) of a test is defined as the probability of rejecting the null hypothesis when a specific alternative hypothesis is assumed. For example, with b = 0.20 for a particular alternative hypothesis, the power is 0.80, which means that 80 percent of the time the test statistic will fall in the rejection region if the parameter has the value specified by the alternative hypothesis. Precision of survey results refers to how closely the results from a sample can reproduce the results that would be obtained from a complete count (i.e., census) conducted using the same techniques. The difference between a sample result and the result from a complete census taken under the same conditions is known as the precision of the sample result. A survey pretest involves experimenting with different components of the questionnaire or survey design or operationalization prior to full-scale implementation. This may involve pilot 82 Glossary testing, that is a laboratory or a very small-scale test of a questionnaire or procedure, or a field test in which all or some of the survey procedures are tested on a small scale that mirrors the planned full-scale implementation. Probabilistic methods for survey sampling are any of a variety of methods for sampling that give a known, non-zero, probability of selection to each member of the target population. The advantage of probabilistic sampling methods is that sampling error can be calculated. Such methods include: random sampling, systematic sampling, and stratified sampling."
pmc_survey_guidance_2006.pdf,87,"The advantage of probabilistic sampling methods is that sampling error can be calculated. Such methods include: random sampling, systematic sampling, and stratified sampling. They do not include: convenience sampling, judgment sampling, quota sampling, and snowball sampling. A probability sample is a sample that is selected so that each sample member has some known nonzero probability of being selected into the sample. Probability of selection in a survey is the probability that a given sampling unit will be selected, based on the probabilistic methods used in sampling. Proxy responses are responses provided by anyone other than the respondent who is reporting for the respondent or providing information about the respondent. For example, parents often report for young children in surveys. A public-use data file or public-use microdata file includes a subset of data that have been coded, aggregated, or otherwise altered to mask individually identifiable information, and thus is available to all external users. Unique identifiers, geographic detail, and other variables that cannot be suitably altered are not included in public-use data files. -Q-"
pmc_survey_guidance_2006.pdf,87,"Unique identifiers, geographic detail, and other variables that cannot be suitably altered are not included in public-use data files. -Q- A qualitative study is one done with the goal of obtaining rich information and insight to describe or explore a phenomena through a variety of methods such as focus groups, case studies, in-depth interviews, and observations. A quasi-experimental design is one in which the researcher is unable to assign persons randomly to conditions but is still able to have some control over the conditions. A quota sample samples are samples where units are selected nonrandomly based on a quota. The quota may be defined such that the final numbers of participating units with given characteristics have the same proportion as corresponding units have in the population. -R­ A RDD survey refers to Random Digit Dialing, which is a means of generating telephone numbers to select a random sample. Refusal conversion refers to the practice of having interviewers call back (either on the telephone or in-person) a respondent who has refused and attempt to gain his or her cooperation in the survey. Often the most effective interviewers in an organization are selected to do refusal conversions."
pmc_survey_guidance_2006.pdf,87,"Refusal conversion refers to the practice of having interviewers call back (either on the telephone or in-person) a respondent who has refused and attempt to gain his or her cooperation in the survey. Often the most effective interviewers in an organization are selected to do refusal conversions. Reinterview refers to asking usually only a small subset of respondents to take the survey again or answer a subset of the survey questions again. Reinterviews may be conducted to assess interviewers or statistical properties of questions in the survey. Required response items include the minimum set of items required for a case to be considered a respondent. Respondent burden is the estimated total time and financial resources expended by the survey respondent to generate, maintain, retain, and provide survey information. 83 Glossary Respondent debriefing is a pretesting method in which respondents are asked questions about the survey questions after they have completed the survey. Respondents may be asked to report if they had any trouble understanding any of the questions or found any questions unclear or confusing. A response analysis survey is a study of the capability of respondents to accurately provide the data requested for a survey."
pmc_survey_guidance_2006.pdf,88,"Respondents may be asked to report if they had any trouble understanding any of the questions or found any questions unclear or confusing. A response analysis survey is a study of the capability of respondents to accurately provide the data requested for a survey. Response rates: see weighted response rate and unweighted response rate. -S­ A sample survey selects respondents from only a portion of the total target population using probability methods in order to make an inference about the target population. Sampling error is the error associated with nonobservation, that is, the error that occurs because all members of the frame population are not measured. It is the error associated with the variation in samples drawn from the same frame population. The variance equals the square of the sampling error. A sampling frame is a list or set of procedures for identifying all elements of a target population from which one can draw a sample. Sampling units are the basic components of a sample frame."
pmc_survey_guidance_2006.pdf,88,"A sampling frame is a list or set of procedures for identifying all elements of a target population from which one can draw a sample. Sampling units are the basic components of a sample frame. Everything covered by a sample frame must belong to one definite sampling unit, or have a measurable probability of belonging to a specific unit. The sampling unit may contain, for example, houses, people, or businesses. Sampling weights are the inverse of the probability of selection for a sample element. A simple random sample is one in which every member of the population has an equal probability of being selected, and all samples of a given size have the sample probability of being selected. Skip patterns are used in questionnaires to indicate when the next question should be skipped because of the respondent’s answer to the current question. On paper questionnaires, skip patterns may be indicated by arrows or instructions to go to a specific item. Computer-assisted interviews have the skip patterns programmed into the instrument. A snowball sample is a sample that is built by asking a respondent to provide the name of someone that he or she knows for the researcher to contact."
pmc_survey_guidance_2006.pdf,88,"Computer-assisted interviews have the skip patterns programmed into the instrument. A snowball sample is a sample that is built by asking a respondent to provide the name of someone that he or she knows for the researcher to contact. It can be a useful technique to build a sample of individuals who have a rare condition and know one another. Social desirability is a bias that occurs when respondents answer questions in a manner designed to present themselves favorably. In a split panel design, respondents are randomly assigned into different groups to receive different versions of the questions to measure any differences between the different question wordings. Stage of data collection includes any stage or step in the sample identification and data collection process in which data are collected from the identified sample unit. This includes information obtained that is required to proceed to the next stage of sample selection or data collection (e.g., school district permission for schools to participate or schools providing lists of teachers for sample selection of teachers). Standard error is the standard deviation of the sampling distribution of a statistic. Although the standard error is used to estimate sampling error, it includes some nonsampling error. 84"
pmc_survey_guidance_2006.pdf,88,"Although the standard error is used to estimate sampling error, it includes some nonsampling error. 84 Glossary Statistical disclosure limitation methods refer to a variety of techniques and rules for reducing the amount of information that is presented that could be used identify a respondent from data in tables or in microdata files. Statistical methods include the use of sampling, estimation, imputation, or techniques for modeling or data analysis. Strata are created by partitioning the frame and are generally defined to include relatively homogeneous units within strata. A statistical survey is a data collection whose purposes include the description, estimation, or analysis of the characteristics of groups, organizations, segments, activities, or geographic areas. A statistical survey may be a census or may collect information from a sample of the target population. Survey panel: see panel survey. -T- The target population is any group of potential sample units or persons, businesses, or other entities of interest. Touchtone data entry refers to using the touchtone key pad to enter numeric information in response to a survey question."
pmc_survey_guidance_2006.pdf,89,"The target population is any group of potential sample units or persons, businesses, or other entities of interest. Touchtone data entry refers to using the touchtone key pad to enter numeric information in response to a survey question. -U- Unit nonresponse occurs when a respondent fails to respond to all required response items (i.e., fails to fill out or return a data collection instrument). A universe survey involves the collection of data covering all known units in a population (i.e., a census). The unweighted response rate is the response rate calculated using the direct counts of the number of completed interviews, noncontacts, refusals, etc. not taking into account any differential probabilities of selection. Usability testing involves some assessment of how well a survey instrument can be used in practice by an interviewer or a respondent. Some Federal agencies have usability laboratories where they can observe and record respondent’s behavior interacting with a computerized survey instrument. -V- Variance estimates—see “sampling error.” Response to a voluntary survey is not required by law. -W­"
pmc_survey_guidance_2006.pdf,89,"Response to a voluntary survey is not required by law. -W­ A wave is a round of data collection in a longitudinal survey (e.g., the base year and each successive followup are each waves of data collection). Weights are relative values associated with each sample unit that are intended to correct for unequal probabilities of selection for each unit due to sample design. Weights most frequently 85 Glossary represent the relative portion of the population that the unit represents. Weights may be adjusted for nonresponse. A weighted response rate is the response rate calculated using the counts of the number of completed interviews, noncontacts, refusals, etc. taking into account the probabilities of selection for each case to measure the proportion of the sampling frame that is represented by the responding units. 86 Appendices 87"
pmc_survey_guidance_2006.pdf,90,"The target population is any group of potential sample units or persons, businesses, or other entities of interest. Touchtone data entry refers to using the touchtone key pad to enter numeric information in response to a survey question. -U- Unit nonresponse occurs when a respondent fails to respond to all required response items (i.e., fails to fill out or return a data collection instrument). A universe survey involves the collection of data covering all known units in a population (i.e., a census). The unweighted response rate is the response rate calculated using the direct counts of the number of completed interviews, noncontacts, refusals, etc. not taking into account any differential probabilities of selection. Usability testing involves some assessment of how well a survey instrument can be used in practice by an interviewer or a respondent. Some Federal agencies have usability laboratories where they can observe and record respondent’s behavior interacting with a computerized survey instrument. -V- Variance estimates—see “sampling error.” Response to a voluntary survey is not required by law. -W­"
pmc_survey_guidance_2006.pdf,90,"Response to a voluntary survey is not required by law. -W­ A wave is a round of data collection in a longitudinal survey (e.g., the base year and each successive followup are each waves of data collection). Weights are relative values associated with each sample unit that are intended to correct for unequal probabilities of selection for each unit due to sample design. Weights most frequently 85 Glossary represent the relative portion of the population that the unit represents. Weights may be adjusted for nonresponse. A weighted response rate is the response rate calculated using the counts of the number of completed interviews, noncontacts, refusals, etc. taking into account the probabilities of selection for each case to measure the proportion of the sampling frame that is represented by the responding units. 86 Appendices 87"
pmc_survey_guidance_2006.pdf,91,"The target population is any group of potential sample units or persons, businesses, or other entities of interest. Touchtone data entry refers to using the touchtone key pad to enter numeric information in response to a survey question. -U- Unit nonresponse occurs when a respondent fails to respond to all required response items (i.e., fails to fill out or return a data collection instrument). A universe survey involves the collection of data covering all known units in a population (i.e., a census). The unweighted response rate is the response rate calculated using the direct counts of the number of completed interviews, noncontacts, refusals, etc. not taking into account any differential probabilities of selection. Usability testing involves some assessment of how well a survey instrument can be used in practice by an interviewer or a respondent. Some Federal agencies have usability laboratories where they can observe and record respondent’s behavior interacting with a computerized survey instrument. -V- Variance estimates—see “sampling error.” Response to a voluntary survey is not required by law. -W­"
pmc_survey_guidance_2006.pdf,91,"Response to a voluntary survey is not required by law. -W­ A wave is a round of data collection in a longitudinal survey (e.g., the base year and each successive followup are each waves of data collection). Weights are relative values associated with each sample unit that are intended to correct for unequal probabilities of selection for each unit due to sample design. Weights most frequently 85 Glossary represent the relative portion of the population that the unit represents. Weights may be adjusted for nonresponse. A weighted response rate is the response rate calculated using the counts of the number of completed interviews, noncontacts, refusals, etc. taking into account the probabilities of selection for each case to measure the proportion of the sampling frame that is represented by the responding units. 86 Appendices 87"
pmc_survey_guidance_2006.pdf,92,"PAPERWORK REDUCTION ACT SUBMISSION Please read the instructions before completing this form. For additional forms or assistance in completing this form, contact your agency's Paperwork Clearance Officer. Send two copies of this form, the collection instrument to be reviewed, the Supporting Statement, and any additional documentation to: Office of Information and Regulatory Affairs, Office of Management and Budget, Docket Library, Room 10102, 725 17th Street NW, Washington, DC 20503. 1. Agency/Subagency originating request 2. OMB control number b. a. __ __ __ __ - __ __ __"
pmc_survey_guidance_2006.pdf,92,"__ __ __ __ __ __ __ None 3. Type of information collection (check one) a. b. c. d. without change, of a previously approved New Collection Revision of a currently approved collection Extension of a currently approved collection Reinstatement, 4. Type of review requested (check one) a."
pmc_survey_guidance_2006.pdf,92,"Type of information collection (check one) a. b. c. d. without change, of a previously approved New Collection Revision of a currently approved collection Extension of a currently approved collection Reinstatement, 4. Type of review requested (check one) a. b. c. Regular Emergency - Approval requested by: ____/____/____ Delegated 5. Small entities collection for which approval has expired Will this information collection have a significant economic impact on a e. with change, of a previously approved Reinstatement, substantial number of small entities? collection for which approval has expired f. For b-f, note Item A2 of Supporting Statement instructions Existing collection in use without an OMB control number Yes No 6. Requested expiration date a. Other: _____/_____ b."
pmc_survey_guidance_2006.pdf,92,"Other: _____/_____ b. Three years from the approval date 7. Title 8. Agency form number(s) (if applicable) 9. Keywords 10. Abstract 11. Affected public (Mark primary with ""P"" and all others with ""X"") 12. Obligation to respond (Mark primary with ""P"" and all others that apply with ""X"") a. __ Individuals or households d. __ Farms a. Voluntary b."
pmc_survey_guidance_2006.pdf,92,"Individuals or households d. __ Farms a. Voluntary b. __ Business or other for-profit e. __ Federal Government b. Required to obtain or retain benefits c. __ Not-for-profit institutions f. __ State, Local, or Tribal Government c. Mandatory 13. Annual reporting and recordkeeping hour burden a. Number of respondents b."
pmc_survey_guidance_2006.pdf,92,Mandatory 13. Annual reporting and recordkeeping hour burden a. Number of respondents b. Total annual responses 1. Percentage of these responses collected electronically % c. Total annual hours requested d. Current OMB inventory e. Difference f. Explanation of difference 1. Program change 2. Adjustment 14. Annual reporting and recordkeeping cost burden (in thousands of dollars) a. Total annualized capital/startup costs __________________________
pmc_survey_guidance_2006.pdf,92,"a. Total annualized capital/startup costs __________________________ b. Total annual costs (O&M) c. Total annualized cost requested d. Current OMB inventory e. Difference f. Explanation of difference 1. Program change 2. Adjustment 15. Purpose of information collection (Mark primary with ""P"" and all others that 16. Frequency of recordkeeping or reporting (check all that apply) apply with ""X"") a. b. Recordkeeping Third party disclosure a. __"
pmc_survey_guidance_2006.pdf,92,Recordkeeping Third party disclosure a. __ Application for benefits e. __ Program planning or management c. Reporting: b. __ Program evaluation f. __ Research 1. 2. On occasion Monthly 3. Weekly c. __
pmc_survey_guidance_2006.pdf,92,On occasion Monthly 3. Weekly c. __ General purpose statistics g. __ Regulatory or compliance 4. 5. Quarterly Annually 6. Semi-annually d. __ Audit 7. 8. Biennially _____________ Other (describe) 17. Statistical methods 18. Agency contact (person who can best answer questions regarding the content Does this information collection employ statistical methods? of this submission)
pmc_survey_guidance_2006.pdf,92,"Other (describe) 17. Statistical methods 18. Agency contact (person who can best answer questions regarding the content Does this information collection employ statistical methods? of this submission) Yes No Name: ______________________________________________________ Phone: ______________________________________________________ OMB 83-I 10/95 19. Certification for Paperwork Reduction Act Submissions On behalf of this Federal agency, I certify that the collection of information encompassed by this request complies with 5 CFR 1320.9. NOTE: The text of 5 CFR 1320.9, and the related provisions of 5 CFR 1320.8(b)(3), appear at the end of the instructions. The certification is to be made with reference to those regulatory provisions as set forth in the instructions."
pmc_survey_guidance_2006.pdf,93,"The text of 5 CFR 1320.9, and the related provisions of 5 CFR 1320.8(b)(3), appear at the end of the instructions. The certification is to be made with reference to those regulatory provisions as set forth in the instructions. The following is a summary of the topics, regarding the proposed collection of information, that the certification covers: (a) It is necessary for the proper performance of agency functions; (b) It avoids unnecessary duplication; (c) It reduces burden on small entities; (d) It uses plain, coherent, and unambiguous language that is understandable to respondents; (e) Its implementation will be consistent and compatible with current reporting and recordkeeping practices; (f) It indicates the retention periods for recordkeeping requirements; (g) It informs respondents of the information called for under 5 CFR 1320.8 (b)(3) about: (i) Why the information is being collected; (ii) Use of information; (iii) Burden estimate; (iv) Nature of response (voluntary, required for a benefit, or mandatory); (v) Nature and extent of confidentiality; and (vi) Need to display currently valid OMB control number; (h) It was developed by an office that has planned and allocated resources for the efficient and effective manage­ ment and use of the information to be collected (see note in Item 19 of the instructions); (i) It uses effective and efficient statistical survey methodology (if applicable); and (j) It makes appropriate use of information technology."
pmc_survey_guidance_2006.pdf,93,"It was developed by an office that has planned and allocated resources for the efficient and effective manage­ ment and use of the information to be collected (see note in Item 19 of the instructions); (i) It uses effective and efficient statistical survey methodology (if applicable); and (j) It makes appropriate use of information technology. If you are unable to certify compliance with any of these provisions, identify the item below and explain the reason in Item 18 of the Supporting Statement. Signature of Senior Official or designee Date OMB 83-I 10/95 Instructions For Completing OMB Form 83-I Please answer all questions and have the Senior Official or designee sign the form. These instructions should be used in conjunction with 5 CFR 1320, which provides information on coverage, definitions, and other matters of procedure and interpretation under the Paperwork Reduction Act of 1995. 1. Agency/Subagency originating request Provide the name of the agency or subagency originating the request. For most cabinet-level agencies, a subagency designation is also necessary. For non-cabinet agencies, the subagency designation is generally unnecessary. 2. OMB control number a."
pmc_survey_guidance_2006.pdf,94,"For non-cabinet agencies, the subagency designation is generally unnecessary. 2. OMB control number a. If the information collection in this request has previously received or now has an OMB control or comment number, enter the number. b. Check ""None"" if the information collection in this request has not previously received an OMB control number. Enter the four digit agency code for your agency. 3. Type of information collection (check one) a. Check ""New collection"" when the collection has not previously been used or sponsored by the agency. b."
pmc_survey_guidance_2006.pdf,94,"Check ""New collection"" when the collection has not previously been used or sponsored by the agency. b. Check ""Revision"" when the collection is currently approved by OMB, and the agency request includes a material change to the collection instrument, instructions, its frequency of collection, or the use to which the information is to be put. c. Check ""Extension"" when the collection is currently approved by OMB, and the agency wishes only to extend the approval past the current expiration date without making any material change in the collection instrument, instructions, frequency of collection, or the use to which the information is to be put. d. Check ""Reinstatement without change"" when the collection previously had OMB approval, but the approval has expired or was withdrawn before this submission was made, and there is no change to the collection. e. Check ""Reinstatement with change"" when the collection previously had OMB approval, but the approval has expired or was withdrawn before this submission was made, and there is change to the collection. f. Check ""Existing collection in use without OMB control number"" when the collection is currently in use but does not have a currently valid OMB control number. 4. Type of review requested (check one) a. Check ""Regular"" when the collection is submitted under 5 CFR 1320.10, 1320.11, or 1320.12 with a standard 60 day review schedule."
pmc_survey_guidance_2006.pdf,94,"4. Type of review requested (check one) a. Check ""Regular"" when the collection is submitted under 5 CFR 1320.10, 1320.11, or 1320.12 with a standard 60 day review schedule. b. Check ""Emergency"" when the agency is submitting the request under 5 CFR 1320.13 for emergency processing and provides the required supporting material. Provide the date by which the agency requests approval. c. Check ""Delegated"" when the agency is submitting the collection under the conditions OMB has granted the agency delegated authority. 5. Small entities Indicate whether this information collection will have a significant impact on a substantial number of small entities. A small entity may be (1) a small business which is deemed to be one that is independently owned and operated and that is not dominant in its field of operation; (2) a small organization that is any not-for-profit enterprise that is independently owned and operated and is not dominant in its field; or (3) a small government jurisdiction which is a government of a city, county, town, township, school district, or special district with a population of less than 50,000. 6."
pmc_survey_guidance_2006.pdf,94,"A small entity may be (1) a small business which is deemed to be one that is independently owned and operated and that is not dominant in its field of operation; (2) a small organization that is any not-for-profit enterprise that is independently owned and operated and is not dominant in its field; or (3) a small government jurisdiction which is a government of a city, county, town, township, school district, or special district with a population of less than 50,000. 6. Requested expiration date a. Check ""Three years"" if the agency requests a three year approval for the collection. b. Check ""Other"" if the agency requests approval for less than three years. Specify the month and year of the requested expiration date. 7. Title Provide the official title of the information collection. If an official title does not exist, provide a description which will distinguish this collection from others."
pmc_survey_guidance_2006.pdf,94,"Title Provide the official title of the information collection. If an official title does not exist, provide a description which will distinguish this collection from others. 8. Agency form number(s) (if applicable) Provide any form number the agency has assigned to this collection of information. Separate each form number with a comma. 9. Keywords Select and list at least two keywords (descriptors) from the ""Federal Register Thesaurus of Indexing Terms"" that describe the subject area(s) of the information collection. Other terms may be used but should be listed after those selected from the thesaurus. Separate keywords with commas. Keywords should not exceed two lines of text."
pmc_survey_guidance_2006.pdf,94,"Separate keywords with commas. Keywords should not exceed two lines of text. 10. Abstract Provide a statement, limited to five lines of text, covering the agency's need for the information, uses to which it will be put, and a brief description of the respondents. 11. Affected public Mark all categories that apply, denoting the primary public with a ""P"" and all others that apply with ""X."" 12. Obligation to respond Mark all categories that apply, denoting the primary obligation with a ""P"" and all others that apply with ""X."" a. Mark ""Voluntary"" when the response is entirely discretionary and has no direct effect on any benefit or privilege for the respondent. b. Mark ""Required to obtain or retain benefits"" when the response is elective, but is required to obtain or retain a benefit."
